epoch,train_loss,train_accuracy,val_loss,val_accuracy,mIoU,f1
1,2.5706908928936927,0.14606627757693158,2.4410667501646897,0.1908695954700996,0.08806914836168289,0.13881145417690277
2,2.279348185350155,0.23169347887922978,2.160874995692023,0.30662969576901405,0.16419628262519836,0.23362849652767181
3,2.1218188333100287,0.2970368618081356,1.9777241164240345,0.347441951776373,0.19090992212295532,0.26448026299476624
4,2.056707177696557,0.3248071071916613,1.9840210141806767,0.3509007394313812,0.18585926294326782,0.26029863953590393
5,2.0008399733181657,0.3377730868242938,1.9005508463958214,0.3704779487231682,0.214028462767601,0.298860639333725
6,1.9537787663525548,0.3494571813478552,1.9082862426494729,0.3612528217249903,0.229679137468338,0.31310585141181946
7,1.9332760932116673,0.3534985868067577,1.9104470384532009,0.35899190450536794,0.1809307485818863,0.26617327332496643
8,1.904774919666093,0.35505255838406496,1.8308300273171787,0.39906138078919773,0.23273654282093048,0.32475143671035767
9,1.8674389822729702,0.37127385661005974,1.8567497565828521,0.3986390397466462,0.19732920825481415,0.2808283567428589
10,1.845150386465007,0.37868991943782776,1.8508387968457978,0.3904527461734311,0.21862909197807312,0.31370195746421814
11,1.8414397126641766,0.3817516290422144,1.8001809449031436,0.422712000279591,0.21954211592674255,0.3114144802093506
12,1.8173947077372978,0.38981177670688466,1.8643978669725616,0.4017873206015291,0.1958010494709015,0.2888393700122833
13,1.7884256860305523,0.3951926864683628,1.8286264641531582,0.422192448172076,0.2618459165096283,0.36112111806869507
14,1.763510891075792,0.4012166626494506,1.8097031363125504,0.41335030773590353,0.23759408295154572,0.33447781205177307
15,1.7590244165782272,0.40173489805953255,1.7929872315505455,0.4095260947942734,0.18660606443881989,0.27537330985069275
16,1.7268534713778003,0.404751551048509,1.7529761380162732,0.42698944334326117,0.24383854866027832,0.33819204568862915
17,1.7374257537825355,0.4158251270137984,1.7511059909031308,0.4371002234261611,0.25378695130348206,0.3474244475364685
18,1.683407674575674,0.41538486681107817,1.7287062036580052,0.4332911505781371,0.2483815848827362,0.3411382734775543
19,1.6944883815173446,0.4216304824783884,1.7645445856554756,0.42675381179513605,0.2650489807128906,0.37725070118904114
20,1.67958949865966,0.4168393695405845,1.765931351431485,0.4350848454853584,0.2530822455883026,0.3503946363925934
21,1.6620122523143375,0.4219377516158696,1.733598330925251,0.4325477275355109,0.26042410731315613,0.3719617426395416
22,1.6392385774645313,0.4203843479526454,1.743336406247369,0.4317297709399256,0.27321958541870117,0.38915714621543884
23,1.6153052757526267,0.42363895989697553,1.8142531575827763,0.4168540496250679,0.24245549738407135,0.34534162282943726
24,1.626026522496651,0.42181865331427804,1.7220196148444866,0.4220245922433919,0.25528764724731445,0.36333924531936646
25,1.6229107585446587,0.4211203060273466,1.7019250721767032,0.44427412645570163,0.26174893975257874,0.3611461818218231
26,1.6016621856853879,0.42161316219074974,1.78656608482887,0.4059316197345997,0.24557147920131683,0.3527611792087555
27,1.5689715249785061,0.4290173369748839,1.7609021170385952,0.4233872232765987,0.2674773931503296,0.37792059779167175
28,1.5579780782091206,0.42580608021596383,1.7010818432117332,0.43380694553769866,0.28636208176612854,0.39155519008636475
29,1.5482003781302223,0.4262681433866764,1.7056938697551858,0.42683817600381785,0.2604445517063141,0.3610963821411133
30,1.538065098482987,0.4309159216695818,1.768242202956101,0.4134773879215635,0.30100566148757935,0.41708433628082275
31,1.496427361307473,0.4381905510250864,1.6872928800254032,0.43434446330728205,0.26336270570755005,0.3820666968822479
32,1.5100779559077888,0.4296376479083094,1.7292783671411975,0.42170168202498864,0.28353777527809143,0.3972035348415375
33,1.4915000200271606,0.43957064403542156,1.7167301712364986,0.428028443763996,0.27418261766433716,0.3835425078868866
34,1.4794397415785954,0.43625859633601943,1.6517770824761226,0.4504310632574147,0.26160919666290283,0.36930233240127563
35,1.4814599993927726,0.44098691539517765,1.695034228522202,0.4276650198574724,0.26729363203048706,0.3786719739437103
36,1.4585980952813709,0.4437254682697099,1.6797345054560695,0.4320828267212572,0.2595016062259674,0.3778233826160431
37,1.43357400955825,0.4437006187850031,1.7414102677641243,0.42036260202013215,0.2827874720096588,0.40314409136772156
38,1.4257598097982078,0.4436840867174083,1.7395307853304107,0.4250997017169821,0.2889980673789978,0.40016087889671326
39,1.4125578660389473,0.45277158787538263,1.6607964696555302,0.44602020752841026,0.25593626499176025,0.3636894226074219
40,1.4059253895077213,0.4514553629118821,1.6415721835761234,0.44952250862943716,0.2760365605354309,0.386495977640152
41,1.3922409908524875,0.452876099995498,1.655320669042653,0.4464608204775843,0.27389055490493774,0.38477766513824463
42,1.3823671813668876,0.45224641751626443,1.6203592029111138,0.45441224965555915,0.25941455364227295,0.3654351234436035
43,1.3955265504532848,0.4543851503524287,1.6831533826630691,0.44315123455277805,0.2870199978351593,0.39694270491600037
44,1.3755326944178548,0.45503404222685717,1.668461692744288,0.44907631134164744,0.26838937401771545,0.385658860206604
45,1.3738541526013408,0.4551169199162516,1.6635058830524314,0.44975554120951683,0.28386855125427246,0.3941846191883087
46,1.3538246720001614,0.4532022761373684,1.64211079992097,0.44898294785927084,0.2595406472682953,0.3693491220474243
47,1.3249362794489696,0.4588594154037278,1.651507357071186,0.4553613251653211,0.28439563512802124,0.3940390348434448
48,1.3258421909192513,0.4629307510010127,1.6919878022424106,0.44729304621959554,0.2758384644985199,0.3840566575527191
49,1.321121100721688,0.46530903182153044,1.666309874633263,0.4546581671155732,0.26390689611434937,0.3746221661567688
50,1.3301220299868748,0.465626131871651,1.6733744555506214,0.45171832113430416,0.26964980363845825,0.38612669706344604
